#SampleID	age
ZJ_1065	50
ZJ_1090	50
ZJ_1485	50
ZJ_1486	50
BJ_0018	51
BJ_0029	51
BJ_0068	51
HB_0076	51
HB_0210	51
HB_0229	51
HB_0402	51
HN_0365	51
SH_0098	51
SH_0099	51
ZJ_0039	51
ZJ_0042	51
ZJ_0149	51
ZJ_0204	51
ZJ_0210	51
ZJ_0254	51
ZJ_0325	51
ZJ_0414	51
ZJ_0417	51
ZJ_0436	51
ZJ_0456	51
ZJ_0462	51
ZJ_0515	51
ZJ_0612	51
ZJ_0639	51
ZJ_0769	51
ZJ_0797	51
ZJ_0933	51
ZJ_1487	51
ZJ_1488	51
ZJ_1489	51
ZJ_1490	51
ZJ_1491	51
BJ_0012	52
BJ_0030	52
BJ_0050	52
BJ_0089	52
BJ_0100	52
HB_0167	52
HB_0366	52
HN_0540	52
HN_0543	52
SH_0100	52
SH_0101	52
SH_0102	52
SH_0103	52
SH_0104	52
SH_0105	52
SH_0106	52
SH_0107	52
ZJ_0013	52
ZJ_0053	52
ZJ_0281	52
ZJ_0305	52
ZJ_0464	52
ZJ_0503	52
ZJ_0522	52
ZJ_0565	52
ZJ_0825	52
ZJ_0932	52
ZJ_0978	52
ZJ_1042	52
ZJ_1063	52
ZJ_1066	52
ZJ_1165	52
ZJ_1492	52
ZJ_1493	52
ZJ_1494	52
ZJ_1495	52
HN_0371	53
HN_0545	53
HN_0547	53
HN_0548	53
HN_0549	53
SH_0108	53
SH_0109	53
SH_0110	53
SH_0111	53
SH_0112	53
ZJ_0018	53
ZJ_0055	53
ZJ_0095	53
ZJ_0252	53
ZJ_0266	53
ZJ_0292	53
ZJ_0300	53
ZJ_0335	53
ZJ_0337	53
ZJ_0405	53
ZJ_0443	53
ZJ_0460	53
ZJ_0463	53
ZJ_0624	53
ZJ_0673	53
ZJ_0865	53
ZJ_0944	53
ZJ_0945	53
ZJ_1059	53
ZJ_1082	53
ZJ_1119	53
ZJ_1144	53
ZJ_1157	53
ZJ_1496	53
ZJ_1497	53
ZJ_1498	53
ZJ_1499	53
BJ_0031	54
BJ_0086	54
BJ_0092	54
BJ_0098	54
HN_0550	54
HN_0551	54
HN_0552	54
HN_0553	54
SH_0113	54
SH_0114	54
SH_0115	54
SH_0116	54
ZJ_0024	54
ZJ_0041	54
ZJ_0051	54
ZJ_0133	54
ZJ_0233	54
ZJ_0257	54
ZJ_0271	54
ZJ_0406	54
ZJ_0465	54
ZJ_0498	54
ZJ_0502	54
ZJ_0541	54
ZJ_0563	54
ZJ_0594	54
ZJ_0605	54
ZJ_0613	54
ZJ_0618	54
ZJ_0620	54
ZJ_0717	54
ZJ_0741	54
ZJ_0743	54
ZJ_0761	54
ZJ_0874	54
ZJ_0877	54
ZJ_1013	54
ZJ_1047	54
ZJ_1085	54
ZJ_1133	54
ZJ_1500	54
ZJ_1501	54
ZJ_1502	54
ZJ_1503	54
ZJ_1504	54
ZJ_1505	54
ZJ_1506	54
BJ_0014	55
BJ_0081	55
HN_0555	55
HN_0557	55
HN_0558	55
HN_0559	55
SH_0117	55
SH_0118	55
SH_0119	55
ZJ_0046	55
ZJ_0076	55
ZJ_0100	55
ZJ_0101	55
ZJ_0255	55
ZJ_0287	55
ZJ_0408	55
ZJ_0426	55
ZJ_0506	55
ZJ_0507	55
ZJ_0569	55
ZJ_0616	55
ZJ_0634	55
ZJ_0636	55
ZJ_0644	55
ZJ_0686	55
ZJ_0690	55
ZJ_0702	55
ZJ_0709	55
ZJ_0749	55
ZJ_0762	55
ZJ_0781	55
ZJ_0796	55
ZJ_0810	55
ZJ_0828	55
ZJ_0842	55
ZJ_0953	55
ZJ_1014	55
ZJ_1050	55
ZJ_1103	55
ZJ_1110	55
ZJ_1507	55
ZJ_1508	55
ZJ_1509	55
ZJ_1510	55
ZJ_1511	55
ZJ_1512	55
ZJ_1513	55
ZJ_1514	55
ZJ_1515	55
BJ_0003	56
BJ_0015	56
BJ_0023	56
BJ_0026	56
BJ_0041	56
BJ_0061	56
BJ_0071	56
BJ_0090	56
HN_0375	56
HN_0560	56
SH_0120	56
SH_0121	56
ZJ_0085	56
ZJ_0092	56
ZJ_0096	56
ZJ_0125	56
ZJ_0217	56
ZJ_0268	56
ZJ_0286	56
ZJ_0303	56
ZJ_0324	56
ZJ_0501	56
ZJ_0514	56
ZJ_0536	56
ZJ_0537	56
ZJ_0548	56
ZJ_0579	56
ZJ_0600	56
ZJ_0608	56
ZJ_0627	56
ZJ_0649	56
ZJ_0653	56
ZJ_0728	56
ZJ_0803	56
ZJ_0807	56
ZJ_0816	56
ZJ_0926	56
ZJ_0952	56
ZJ_0955	56
ZJ_0993	56
ZJ_1011	56
ZJ_1058	56
ZJ_1109	56
ZJ_1117	56
ZJ_1159	56
ZJ_1192	56
ZJ_1516	56
ZJ_1517	56
ZJ_1518	56
ZJ_1519	56
ZJ_1520	56
ZJ_1521	56
ZJ_1522	56
ZJ_1523	56
ZJ_1524	56
ZJ_1525	56
ZJ_1526	56
ZJ_1527	56
ZJ_1528	56
BJ_0062	57
BJ_0088	57
HN_0561	57
HN_0562	57
HN_0563	57
HN_0564	57
HN_0565	57
SH_0122	57
SH_0123	57
ZJ_0002	57
ZJ_0020	57
ZJ_0045	57
ZJ_0054	57
ZJ_0072	57
ZJ_0075	57
ZJ_0098	57
ZJ_0144	57
ZJ_0201	57
ZJ_0332	57
ZJ_0496	57
ZJ_0499	57
ZJ_0527	57
ZJ_0530	57
ZJ_0575	57
ZJ_0586	57
ZJ_0621	57
ZJ_0628	57
ZJ_0659	57
ZJ_0680	57
ZJ_0726	57
ZJ_0739	57
ZJ_0772	57
ZJ_0806	57
ZJ_0817	57
ZJ_0855	57
ZJ_0870	57
ZJ_0895	57
ZJ_0899	57
ZJ_0903	57
ZJ_0912	57
ZJ_0983	57
ZJ_1039	57
ZJ_1067	57
ZJ_1073	57
ZJ_1089	57
ZJ_1145	57
ZJ_1174	57
ZJ_1193	57
ZJ_1529	57
ZJ_1530	57
ZJ_1531	57
ZJ_1532	57
ZJ_1533	57
ZJ_1534	57
ZJ_1535	57
BJ_0007	58
BJ_0010	58
HN_0566	58
HN_0568	58
HN_0569	58
SH_0124	58
ZJ_0043	58
ZJ_0093	58
ZJ_0099	58
ZJ_0222	58
ZJ_0247	58
ZJ_0316	58
ZJ_0467	58
ZJ_0578	58
ZJ_0603	58
ZJ_0631	58
ZJ_0637	58
ZJ_0657	58
ZJ_0674	58
ZJ_0677	58
ZJ_0681	58
ZJ_0698	58
ZJ_0704	58
ZJ_0742	58
ZJ_0820	58
ZJ_0869	58
ZJ_0925	58
ZJ_0996	58
ZJ_1002	58
ZJ_1020	58
ZJ_1024	58
ZJ_1033	58
ZJ_1040	58
ZJ_1071	58
ZJ_1107	58
ZJ_1136	58
ZJ_1147	58
ZJ_1172	58
ZJ_1536	58
ZJ_1537	58
ZJ_1538	58
ZJ_1539	58
ZJ_1540	58
ZJ_1541	58
ZJ_1542	58
ZJ_1543	58
BJ_0046	59
HN_0571	59
HN_0572	59
HN_0575	59
SH_0125	59
ZJ_0086	59
ZJ_0261	59
ZJ_0273	59
ZJ_0353	59
ZJ_0521	59
ZJ_0526	59
ZJ_0540	59
ZJ_0584	59
ZJ_0678	59
ZJ_0694	59
ZJ_0804	59
ZJ_0812	59
ZJ_0894	59
ZJ_0958	59
ZJ_0963	59
ZJ_0970	59
ZJ_1043	59
ZJ_1079	59
ZJ_1124	59
ZJ_1160	59
ZJ_1183	59
ZJ_1544	59
ZJ_1545	59
ZJ_1546	59
ZJ_1547	59
ZJ_1548	59
ZJ_1549	59
ZJ_1550	59
ZJ_1551	59
ZJ_1552	59
BJ_0016	60
BJ_0020	60
BJ_0035	60
BJ_0045	60
BJ_0048	60
BJ_0082	60
HN_0381	60
HN_0579	60
ZJ_0017	60
ZJ_0061	60
ZJ_0097	60
ZJ_0136	60
ZJ_0150	60
ZJ_0509	60
ZJ_0551	60
ZJ_0567	60
ZJ_0585	60
ZJ_0593	60
ZJ_0651	60
ZJ_0665	60
ZJ_0755	60
ZJ_0785	60
ZJ_0815	60
ZJ_0826	60
ZJ_0928	60
ZJ_0965	60
ZJ_1030	60
ZJ_1150	60
ZJ_1553	60
ZJ_1554	60
ZJ_1555	60
ZJ_1556	60
ZJ_1557	60
ZJ_1558	60
ZJ_1559	60
ZJ_1560	60
ZJ_1561	60
BJ_0069	61
BJ_0076	61
HN_0581	61
HN_0582	61
SH_0126	61
ZJ_0014	61
ZJ_0138	61
ZJ_0212	61
ZJ_0242	61
ZJ_0243	61
ZJ_0263	61
ZJ_0265	61
ZJ_0309	61
ZJ_0315	61
ZJ_0323	61
ZJ_0562	61
ZJ_0571	61
ZJ_0622	61
ZJ_0655	61
ZJ_0662	61
ZJ_0684	61
ZJ_0696	61
ZJ_0713	61
ZJ_0730	61
ZJ_0813	61
ZJ_0887	61
ZJ_0906	61
ZJ_0919	61
ZJ_0920	61
ZJ_0948	61
ZJ_0962	61
ZJ_0987	61
ZJ_0988	61
ZJ_0995	61
ZJ_1061	61
ZJ_1099	61
ZJ_1149	61
ZJ_1562	61
ZJ_1563	61
ZJ_1564	61
ZJ_1565	61
ZJ_1566	61
ZJ_1567	61
ZJ_1568	61
ZJ_1569	61
ZJ_1570	61
BJ_0080	62
ZJ_0047	62
ZJ_0219	62
ZJ_0225	62
ZJ_0274	62
ZJ_0275	62
ZJ_0458	62
ZJ_0518	62
ZJ_0520	62
ZJ_0525	62
ZJ_0542	62
ZJ_0576	62
ZJ_0582	62
ZJ_0654	62
ZJ_0663	62
ZJ_0664	62
ZJ_0707	62
ZJ_0718	62
ZJ_0985	62
ZJ_1021	62
ZJ_1032	62
ZJ_1093	62
ZJ_1142	62
ZJ_1173	62
ZJ_1187	62
ZJ_1191	62
ZJ_1571	62
ZJ_1572	62
ZJ_1573	62
ZJ_1574	62
ZJ_1575	62
ZJ_1576	62
ZJ_1577	62
ZJ_1578	62
BJ_0075	63
HN_0584	63
HN_0585	63
HN_0587	63
ZJ_0021	63
ZJ_0048	63
ZJ_0074	63
ZJ_0103	63
ZJ_0134	63
ZJ_0153	63
ZJ_0338	63
ZJ_0625	63
ZJ_0658	63
ZJ_0683	63
ZJ_0691	63
ZJ_0692	63
ZJ_0712	63
ZJ_0802	63
ZJ_0832	63
ZJ_0940	63
ZJ_0943	63
ZJ_1048	63
ZJ_1081	63
ZJ_1106	63
ZJ_1116	63
ZJ_1162	63
ZJ_1164	63
ZJ_1175	63
ZJ_1178	63
ZJ_1579	63
ZJ_1580	63
ZJ_1581	63
ZJ_1582	63
ZJ_1583	63
ZJ_1584	63
ZJ_1585	63
ZJ_1586	63
HN_0589	64
HN_0591	64
HN_0592	64
SH_0251	64
SH_0252	64
SH_0253	64
SH_0254	64
SH_0255	64
ZJ_0050	64
ZJ_0052	64
ZJ_0132	64
ZJ_0241	64
ZJ_0386	64
ZJ_0528	64
ZJ_0580	64
ZJ_0599	64
ZJ_0642	64
ZJ_0661	64
ZJ_0671	64
ZJ_0733	64
ZJ_0765	64
ZJ_0873	64
ZJ_0909	64
ZJ_0964	64
ZJ_1017	64
ZJ_1031	64
ZJ_1051	64
ZJ_1098	64
ZJ_1138	64
ZJ_1185	64
ZJ_1190	64
ZJ_1587	64
ZJ_1588	64
ZJ_1589	64
ZJ_1590	64
ZJ_1591	64
ZJ_1592	64
ZJ_1593	64
ZJ_1594	64
HN_0593	65
HN_0595	65
SH_0256	65
SH_0257	65
SH_0258	65
SH_0259	65
ZJ_0008	65
ZJ_0011	65
ZJ_0019	65
ZJ_0023	65
ZJ_0151	65
ZJ_0214	65
ZJ_0239	65
ZJ_0250	65
ZJ_0259	65
ZJ_0295	65
ZJ_0351	65
ZJ_0380	65
ZJ_0383	65
ZJ_0595	65
ZJ_0632	65
ZJ_0646	65
ZJ_0650	65
ZJ_0652	65
ZJ_0708	65
ZJ_0747	65
ZJ_0822	65
ZJ_0827	65
ZJ_0864	65
ZJ_0954	65
ZJ_0975	65
ZJ_0991	65
ZJ_0998	65
ZJ_1006	65
ZJ_1027	65
ZJ_1053	65
ZJ_1177	65
ZJ_1179	65
ZJ_1595	65
ZJ_1596	65
ZJ_1597	65
ZJ_1598	65
ZJ_1599	65
ZJ_1600	65
ZJ_1601	65
ZJ_1602	65
ZJ_1603	65
ZJ_1604	65
ZJ_1605	65
ZJ_1606	65
HB_0312	66
HB_0343	66
HN_0596	66
HN_0597	66
HN_0599	66
SH_0260	66
SH_0261	66
SH_0262	66
ST_061	66
ST_105	66
ST_107	66
ST_108	66
ST_116	66
ST_233	66
ST_363	66
ZJ_0146	66
ZJ_0248	66
ZJ_0282	66
ZJ_0346	66
ZJ_0358	66
ZJ_0392	66
ZJ_0535	66
ZJ_0546	66
ZJ_0560	66
ZJ_0643	66
ZJ_0693	66
ZJ_0714	66
ZJ_0746	66
ZJ_0821	66
ZJ_0829	66
ZJ_0910	66
ZJ_1016	66
ZJ_1062	66
ZJ_1607	66
ZJ_1608	66
HN_0604	67
HN_0605	67
HN_0606	67
HN_0607	67
SH_0263	67
SH_0264	67
SH_0265	67
SH_0266	67
ST_109	67
ST_111	67
ST_135	67
ST_138	67
ST_335	67
ST_337	67
ST_347	67
ST_353	67
ZJ_0044	67
ZJ_0131	67
ZJ_0220	67
ZJ_0223	67
ZJ_0320	67
ZJ_0339	67
ZJ_0347	67
ZJ_0606	67
ZJ_0633	67
ZJ_0668	67
ZJ_0705	67
ZJ_0716	67
ZJ_0719	67
ZJ_0841	67
ZJ_0849	67
ZJ_0860	67
ZJ_0942	67
ZJ_1076	67
ZJ_1104	67
ZJ_1123	67
ZJ_1127	67
ZJ_1153	67
ZJ_1609	67
ZJ_1610	67
ZJ_1611	67
HB_0220	68
HN_0608	68
SH_0127	68
SH_0267	68
ST_063	68
ST_093	68
ST_137	68
ST_231	68
ST_364	68
ZJ_0308	68
ZJ_0348	68
ZJ_0389	68
ZJ_0391	68
ZJ_0574	68
ZJ_0672	68
ZJ_0786	68
ZJ_0999	68
ZJ_1054	68
ZJ_1068	68
ZJ_1092	68
ZJ_1137	68
ZJ_1161	68
ZJ_1176	68
ZJ_1182	68
ZJ_1612	68
ZJ_1613	68
ZJ_1614	68
ZJ_1615	68
ZJ_1616	68
BJ_0065	69
HB_0074	69
HB_0284	69
HN_0610	69
HN_0611	69
HN_0612	69
SH_0128	69
SH_0129	69
SH_0268	69
SH_0269	69
SH_0270	69
SH_0271	69
SH_0272	69
ST_072	69
ST_079	69
ST_086	69
ST_090	69
ST_100	69
ST_114	69
ST_120	69
ST_344	69
ZJ_0226	69
ZJ_0539	69
ZJ_0554	69
ZJ_0609	69
ZJ_0617	69
ZJ_0648	69
ZJ_0670	69
ZJ_0913	69
ZJ_1091	69
ZJ_1125	69
ZJ_1151	69
ZJ_1617	69
BJ_0093	70
HN_0614	70
HN_0615	70
HN_0616	70
HN_0618	70
SH_0273	70
SH_0274	70
SH_0275	70
ST_059	70
ST_084	70
ST_342	70
ZJ_0524	70
ZJ_0561	70
ZJ_0626	70
ZJ_0703	70
ZJ_0722	70
ZJ_0837	70
ZJ_0838	70
ZJ_0867	70
ZJ_1084	70
ZJ_1100	70
ZJ_1618	70
ZJ_1619	70
HB_0103	71
HB_0116	71
HB_0176	71
HB_0179	71
HN_0619	71
HN_0620	71
HN_0621	71
HN_0622	71
HN_0623	71
HN_0624	71
HN_0625	71
HN_0626	71
SH_0130	71
SH_0131	71
SH_0276	71
SH_0277	71
SH_0278	71
ST_071	71
ST_074	71
ST_077	71
ST_115	71
ST_132	71
ST_330	71
ST_334	71
ST_336	71
ST_338	71
ST_348	71
ST_352	71
ST_362	71
ZJ_0314	71
ZJ_0385	71
ZJ_0394	71
ZJ_0538	71
ZJ_0591	71
ZJ_0602	71
ZJ_0675	71
ZJ_0818	71
ZJ_0833	71
ZJ_0916	71
ZJ_0934	71
ZJ_0984	71
ZJ_1620	71
ZJ_1621	71
HN_0627	72
HN_0629	72
HN_0630	72
HN_0631	72
HN_0632	72
SH_0132	72
SH_0133	72
SH_0279	72
SH_0280	72
SH_0281	72
ST_073	72
ST_102	72
ST_104	72
ST_110	72
ST_340	72
ST_360	72
ZJ_0336	72
ZJ_0523	72
ZJ_0556	72
ZJ_0619	72
ZJ_0623	72
ZJ_0695	72
ZJ_0697	72
ZJ_0701	72
ZJ_0851	72
ZJ_0878	72
ZJ_1622	72
HB_0073	73
HB_0094	73
HB_0174	73
HN_0633	73
SH_0282	73
SH_0283	73
SH_0284	73
SH_0285	73
ST_066	73
ST_139	73
ST_331	73
ST_339	73
ZJ_0379	73
ZJ_0381	73
ZJ_0552	73
ZJ_0573	73
ZJ_0587	73
ZJ_0592	73
ZJ_0596	73
ZJ_0724	73
ZJ_0735	73
ZJ_0861	73
ZJ_0875	73
ZJ_0976	73
ZJ_1007	73
ZJ_1623	73
ZJ_1624	73
ZJ_1625	73
ZJ_1626	73
BJ_0004	74
BJ_0083	74
BJ_0084	74
BJ_0097	74
HB_0195	74
HB_0288	74
HB_0410	74
HN_0634	74
HN_0635	74
HN_0636	74
HN_0637	74
HN_0638	74
SH_0286	74
SH_0287	74
SH_0288	74
SH_0289	74
ST_097	74
ST_124	74
ST_125	74
ST_341	74
ZJ_0262	74
ZJ_0270	74
ZJ_0373	74
ZJ_0519	74
ZJ_0529	74
ZJ_0550	74
ZJ_0597	74
ZJ_0660	74
ZJ_0667	74
ZJ_0977	74
ZJ_1627	74
ZJ_1628	74
HB_0067	75
HB_0070	75
HB_0090	75
HB_0132	75
HB_0157	75
HB_0244	75
HB_0249	75
HB_0382	75
HB_0417	75
HN_0639	75
HN_0640	75
HN_0641	75
HN_0642	75
SH_0134	75
ST_083	75
ST_088	75
ST_130	75
ST_343	75
ST_355	75
ZJ_0015	75
ZJ_0157	75
ZJ_0162	75
ZJ_0378	75
ZJ_0393	75
ZJ_0547	75
ZJ_0553	75
ZJ_0581	75
ZJ_0645	75
ZJ_0795	75
ZJ_0800	75
ZJ_1001	75
ZJ_1629	75
ZJ_1630	75
HB_0062	76
HB_0119	76
HB_0121	76
HB_0137	76
HB_0242	76
HB_0341	76
HN_0643	76
HN_0644	76
HN_0645	76
SH_0290	76
SH_0291	76
ST_057	76
ST_060	76
ST_067	76
ST_078	76
ST_103	76
ST_119	76
ST_346	76
ST_354	76
ZJ_0155	76
ZJ_0367	76
ZJ_0557	76
ZJ_0564	76
ZJ_0583	76
ZJ_0676	76
ZJ_0935	76
ZJ_1631	76
ZJ_1632	76
ZJ_1633	76
BJ_0006	77
BJ_0028	77
BJ_0051	77
BJ_0059	77
BJ_0063	77
HB_0113	77
HB_0224	77
HB_0325	77
SH_0292	77
ST_085	77
ST_091	77
ST_094	77
ST_096	77
ST_098	77
ST_113	77
ST_127	77
ST_345	77
ST_350	77
ZJ_0156	77
ZJ_0158	77
ZJ_0398	77
ZJ_0611	77
ZJ_0669	77
ZJ_0777	77
ZJ_0799	77
ZJ_1634	77
ZJ_1635	77
ZJ_1636	77
ZJ_1637	77
BJ_0001	78
BJ_0005	78
BJ_0022	78
HB_0154	78
HB_0166	78
HB_0180	78
HB_0203	78
HB_0206	78
HB_0327	78
HB_0362	78
HB_0364	78
HB_0379	78
HB_0401	78
HN_0648	78
SH_0293	78
SH_0294	78
ST_089	78
ST_095	78
ST_117	78
ST_121	78
ST_333	78
ZJ_0159	78
ZJ_0161	78
ZJ_0260	78
ZJ_0310	78
ZJ_0352	78
ZJ_0382	78
ZJ_0493	78
ZJ_0885	78
ZJ_1638	78
ZJ_1639	78
HB_0124	79
HB_0226	79
HB_0236	79
HB_0252	79
HB_0269	79
HB_0298	79
HN_0649	79
HN_0650	79
HN_0651	79
SH_0135	79
SH_0136	79
SH_0295	79
ST_062	79
ST_082	79
ST_101	79
ST_129	79
ST_361	79
ZJ_0350	79
ZJ_0363	79
ZJ_0399	79
ZJ_0494	79
ZJ_0533	79
ZJ_1640	79
ZJ_1641	79
HB_0292	80
HB_0332	80
HB_0375	80
HN_0652	80
HN_0653	80
HN_0654	80
HN_0655	80
SH_0137	80
SH_0138	80
ST_058	80
ST_069	80
ST_075	80
ST_080	80
ST_118	80
ST_123	80
ST_134	80
ST_136	80
ST_173	80
ST_187	80
ST_349	80
ST_351	80
ST_356	80
ST_358	80
ZJ_0169	80
ZJ_0365	80
ZJ_0721	80
ZJ_0760	80
ZJ_1642	80
BJ_0017	81
BJ_0047	81
HB_0043	81
HB_0112	81
HB_0122	81
HB_0133	81
HB_0237	81
HB_0285	81
HB_0397	81
HN_0657	81
SH_0139	81
ST_099	81
ST_128	81
ST_131	81
ST_174	81
ST_177	81
ST_188	81
ST_359	81
ZJ_0180	81
ZJ_0495	81
ZJ_1643	81
ZJ_1644	81
BJ_0044	82
BJ_0072	82
BJ_0078	82
HB_0185	82
SH_0140	82
ST_070	82
ST_122	82
ST_172	82
ZJ_0165	82
ZJ_0279	82
ZJ_0349	82
ZJ_0359	82
ZJ_0362	82
ZJ_0366	82
ZJ_0369	82
ZJ_0377	82
ZJ_0397	82
ZJ_0736	82
ZJ_0784	82
ZJ_1645	82
ZJ_1646	82
ZJ_1647	82
BJ_0019	83
BJ_0034	83
BJ_0040	83
HB_0184	83
HB_0359	83
HB_0411	83
HN_0658	83
HN_0659	83
HN_0660	83
HN_0661	83
HN_0662	83
SH_0141	83
SH_0142	83
SH_0143	83
SH_0144	83
SH_0145	83
SH_0146	83
ST_170	83
ST_204	83
ST_230	83
ST_328	83
ZJ_0016	83
ZJ_0173	83
ZJ_0375	83
ZJ_0396	83
ZJ_0549	83
ZJ_0588	83
ZJ_0941	83
ZJ_1041	83
ZJ_1158	83
ZJ_1648	83
ZJ_1649	83
ZJ_1650	83
ZJ_1651	83
BJ_0070	84
HB_0059	84
HB_0109	84
HN_0664	84
SH_0147	84
SH_0148	84
SH_0149	84
SH_0150	84
ST_076	84
ST_201	84
ZJ_0175	84
ZJ_0178	84
ZJ_0368	84
ZJ_0598	84
ZJ_0601	84
ZJ_0647	84
ZJ_0729	84
ZJ_0754	84
ZJ_1135	84
ZJ_1652	84
ZJ_1653	84
ZJ_1654	84
ZJ_1655	84
HB_0199	85
HB_0319	85
HB_0387	85
HN_0665	85
HN_0666	85
HN_0667	85
HN_0668	85
SH_0152	85
SH_0153	85
SH_0154	85
SH_0155	85
SH_0156	85
ST_068	85
ST_112	85
ST_133	85
ST_324	85
ZJ_0170	85
ZJ_0174	85
ZJ_0177	85
ZJ_0604	85
ZJ_0679	85
ZJ_0682	85
ZJ_0891	85
ZJ_0898	85
ZJ_1155	85
ZJ_1656	85
BJ_0057	86
HB_0317	86
HN_0669	86
HN_0670	86
SH_0157	86
ST_214	86
ST_216	86
ST_217	86
ST_332	86
ZJ_0164	86
ZJ_0172	86
ZJ_0179	86
ZJ_0355	86
ZJ_0357	86
ZJ_0361	86
ZJ_0388	86
ZJ_0745	86
ZJ_0759	86
ZJ_0770	86
ZJ_1045	86
ZJ_1167	86
ZJ_1657	86
ZJ_1658	86
ZJ_1659	86
ZJ_1660	86
ZJ_1661	86
BJ_0102	87
HB_0044	87
HB_0260	87
HB_0308	87
HN_0671	87
HN_0672	87
SH_0158	87
SH_0159	87
SH_0160	87
SH_0161	87
SH_0162	87
SH_0163	87
SH_0164	87
ST_081	87
ST_140	87
ST_325	87
ZJ_0360	87
ZJ_0387	87
ZJ_0666	87
ZJ_1166	87
ZJ_1662	87
ZJ_1663	87
HB_0391	88
HN_0673	88
HN_0674	88
HN_0675	88
SH_0165	88
SH_0166	88
SH_0167	88
SH_0169	88
SH_0170	88
SH_0171	88
ST_087	88
ST_092	88
ST_176	88
ST_212	88
ST_222	88
ZJ_0171	88
ZJ_0176	88
ZJ_0766	88
ZJ_0939	88
ZJ_1156	88
ZJ_1163	88
ZJ_1189	88
ZJ_1664	88
ZJ_1665	88
HB_0209	89
HB_0230	89
SH_0172	89
SH_0173	89
SH_0174	89
SH_0175	89
ST_065	89
ST_126	89
ST_178	89
ST_183	89
ST_186	89
ST_219	89
ST_323	89
ST_326	89
ST_357	89
ZJ_0372	89
ZJ_0767	89
ZJ_0787	89
ZJ_0956	89
ZJ_1141	89
ZJ_1148	89
ZJ_1184	89
ZJ_1666	89
ZJ_1667	89
ZJ_1668	89
ZJ_1669	89
HB_0029	90
HN_0676	90
HN_0677	90
SH_0178	90
SH_0179	90
SH_0180	90
SH_0181	90
SH_0183	90
SH_0184	90
SH_0185	90
ST_106	90
ST_179	90
ST_202	90
ST_203	90
ST_210	90
ST_213	90
ST_232	90
ST_235	90
ST_236	90
ST_239	90
ST_327	90
ST_329	90
ZJ_0354	90
ZJ_0364	90
ZJ_0370	90
ZJ_0371	90
ZJ_0390	90
ZJ_0395	90
ZJ_0752	90
ZJ_0788	90
ZJ_0880	90
ZJ_0917	90
ZJ_0947	90
ZJ_0957	90
ZJ_1000	90
ZJ_1019	90
ZJ_1074	90
ZJ_1088	90
ZJ_1094	90
ZJ_1146	90
ZJ_1181	90
ZJ_1670	90
HB_0106	91
HN_0678	91
SH_0186	91
SH_0187	91
SH_0188	91
SH_0189	91
SH_0190	91
SH_0191	91
ST_144	91
ST_171	91
ST_205	91
ST_218	91
ST_221	91
ST_240	91
ZJ_0376	91
ZJ_0384	91
ZJ_0744	91
ZJ_1029	91
ZJ_1102	91
ZJ_1132	91
ZJ_1671	91
ZJ_1672	91
ZJ_1673	91
ZJ_1674	91
ZJ_1675	91
BJ_0091	92
HB_0282	92
SH_0192	92
SH_0194	92
ST_175	92
ST_215	92
ZJ_0918	92
ZJ_0951	92
ZJ_0960	92
ZJ_0966	92
ZJ_0969	92
ZJ_1097	92
ZJ_1105	92
ZJ_1111	92
ZJ_1676	92
ZJ_1677	92
HB_0173	93
HB_0193	93
ST_064	93
ST_184	93
ST_211	93
ST_238	93
ZJ_0356	93
ZJ_0374	93
ZJ_0959	93
ZJ_0990	93
ZJ_1015	93
ZJ_1025	93
ZJ_1046	93
ZJ_1060	93
ZJ_1678	93
ZJ_1679	93
ZJ_1680	93
BJ_0095	94
HB_0175	94
SH_0196	94
SH_0197	94
SH_0198	94
SH_0199	94
SH_0200	94
SH_0201	94
ST_142	94
ST_180	94
ST_185	94
ST_206	94
ST_220	94
ZJ_0992	94
ZJ_1086	94
ZJ_1681	94
HB_0311	95
SH_0202	95
SH_0203	95
SH_0205	95
SH_0206	95
SH_0207	95
SH_0208	95
ST_141	95
ST_143	95
ST_181	95
ST_200	95
ST_237	95
ZJ_0986	95
ZJ_1028	95
ZJ_1075	95
ZJ_1682	95
ZJ_1683	95
SH_0209	96
ST_234	96
ZJ_0857	96
ZJ_1684	96
HB_0313	97
ZJ_0792	97
ZJ_0888	97
ZJ_1685	97
HN_0679	98
SH_0210	98
ST_182	98
ZJ_0840	98
SH_0211	100
SH_0212	100
