package	load_name	status	version	library_dir	source_type	profile	message
limma	limma	MISSING			bioconductor;existing_library	full;library	不存在叫‘limma’这个名称的程序包
linkXTS	linkXTS	MISSING			existing_library	library	不存在叫‘linkXTS’这个名称的程序包
lintr	lintr	MISSING			existing_library	library	不存在叫‘lintr’这个名称的程序包
listenv	listenv	OK	0.10.1	/usr/local/lib/R/site-library	existing_library	library	
litedown	litedown	OK	0.9	/usr/local/lib/R/site-library	existing_library	library	
littler	littler	MISSING			existing_library	library	不存在叫‘littler’这个名称的程序包
lme4	lme4	OK	2.0.1	/usr/local/lib/R/site-library	existing_library	library	
lmerTest	lmerTest	OK	3.2.1	/usr/local/lib/R/site-library	existing_library	library	
lmom	lmom	OK	3.3	/usr/local/lib/R/site-library	existing_library	library	
lmtest	lmtest	OK	0.9.40	/usr/local/lib/R/site-library	existing_library	library	
locfit	locfit	OK	1.5.9.12	/usr/local/lib/R/site-library	existing_library	library	
logging	logging	OK	0.10.111	/usr/local/lib/R/site-library	existing_library	library	
lpSolve	lpSolve	MISSING			existing_library	library	不存在叫‘lpSolve’这个名称的程序包
lubridate	lubridate	MISSING			existing_library	library	不存在叫‘lubridate’这个名称的程序包
maaslin3	maaslin3	OK	1.4.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
magrittr	magrittr	OK	2.0.5	/usr/local/lib/R/site-library	existing_library	library	
MALDIquant	MALDIquant	MISSING			existing_library	library	不存在叫‘MALDIquant’这个名称的程序包
markdown	markdown	OK	2.0	/usr/local/lib/R/site-library	existing_library	library	
MASS	MASS	OK	7.3.65	/usr/lib/R/library	existing_library	core;library	
mathjaxr	mathjaxr	OK	2.0.0	/usr/local/lib/R/site-library	existing_library	library	
Matrix	Matrix	OK	1.7.4	/usr/lib/R/library	cran;existing_library	core;library	
MatrixGenerics	MatrixGenerics	OK	1.24.0	/usr/local/lib/R/site-library	existing_library	library	
MatrixModels	MatrixModels	OK	0.5.4	/usr/local/lib/R/site-library	existing_library	library	
matrixStats	matrixStats	OK	1.5.0	/usr/local/lib/R/site-library	existing_library	library	
mclust	mclust	OK	6.1.2	/usr/local/lib/R/site-library	existing_library	library	
memoise	memoise	OK	2.0.1	/usr/local/lib/R/site-library	existing_library	library	
MetaboAnalystR	MetaboAnalystR	MISSING			existing_library;github	full;library	不存在叫‘MetaboAnalystR’这个名称的程序包
MetaboCoreUtils	MetaboCoreUtils	MISSING			existing_library	library	不存在叫‘MetaboCoreUtils’这个名称的程序包
metadat	metadat	OK	1.6.0	/usr/local/lib/R/site-library	existing_library	library	
metafor	metafor	OK	5.0.1	/usr/local/lib/R/site-library	existing_library	library	
methods	methods	OK	4.6.0	/usr/lib/R/library	existing_library	library	
mgcv	mgcv	OK	1.9.4	/usr/lib/R/library	existing_library	library	
mia	mia	OK	1.20.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
miaViz	miaViz	MISSING			existing_library	library	不存在叫‘miaViz’这个名称的程序包
microbenchmark	microbenchmark	OK	1.5.0	/usr/local/lib/R/site-library	existing_library	library	
microbiome	microbiome	MISSING			existing_library	library	不存在叫‘microbiome’这个名称的程序包
miloR	miloR	MISSING			bioconductor	full	不存在叫‘miloR’这个名称的程序包
mime	mime	OK	0.13	/usr/local/lib/R/site-library	existing_library	library	
mimosa	mimosa	MISSING			github	full	不存在叫‘mimosa’这个名称的程序包
mimosa2	mimosa2	MISSING			github	full	不存在叫‘mimosa2’这个名称的程序包
miniUI	miniUI	MISSING			existing_library	library	不存在叫‘miniUI’这个名称的程序包
minqa	minqa	OK	1.2.8	/usr/local/lib/R/site-library	existing_library	library	
mirai	mirai	OK	2.7.1	/usr/local/lib/R/site-library	existing_library	library	
mlbench	mlbench	OK	2.1.8	/usr/local/lib/R/site-library	existing_library	library	
mlr3	mlr3	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3cluster	mlr3cluster	OK	0.3.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3data	mlr3data	OK	0.9.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3extralearners	mlr3extralearners	OK	1.5.2	/usr/local/lib/R/site-library	existing_library;github	core;library	
mlr3filters	mlr3filters	OK	0.9.1	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3fselect	mlr3fselect	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3hyperband	mlr3hyperband	OK	1.1.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3inferr	mlr3inferr	OK	0.2.1	/usr/local/lib/R/site-library	existing_library	library	
mlr3learners	mlr3learners	OK	0.14.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3mbo	mlr3mbo	OK	1.1.1	/usr/local/lib/R/site-library	existing_library	library	
mlr3measures	mlr3measures	OK	1.3.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3misc	mlr3misc	OK	0.21.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3pipelines	mlr3pipelines	OK	0.11.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3tuning	mlr3tuning	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3tuningspaces	mlr3tuningspaces	OK	0.6.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3verse	mlr3verse	OK	0.3.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3viz	mlr3viz	OK	0.11.0	/usr/local/lib/R/site-library	existing_library	library	
mltools	mltools	MISSING			cran;existing_library	full;library	不存在叫‘mltools’这个名称的程序包
MMUPHin	MMUPHin	OK	1.99.3	/usr/local/lib/R/site-library	existing_library;github	core;library	
mnormt	mnormt	MISSING			existing_library	library	不存在叫‘mnormt’这个名称的程序包
ModelMetrics	ModelMetrics	MISSING			existing_library	library	不存在叫‘ModelMetrics’这个名称的程序包
modelr	modelr	OK	0.1.11	/usr/local/lib/R/site-library	existing_library	library	
modeltools	modeltools	OK	0.2.24	/usr/local/lib/R/site-library	existing_library	library	
MsCoreUtils	MsCoreUtils	MISSING			existing_library	library	不存在叫‘MsCoreUtils’这个名称的程序包
MSnbase	MSnbase	MISSING			bioconductor;existing_library	full;library	不存在叫‘MSnbase’这个名称的程序包
multcomp	multcomp	OK	1.4.30	/usr/local/lib/R/site-library	existing_library	library	
multcompView	multcompView	MISSING			existing_library	library	不存在叫‘multcompView’这个名称的程序包
MultiAssayExperiment	MultiAssayExperiment	OK	1.38.0	/usr/local/lib/R/site-library	existing_library	library	
MultiDataSet	MultiDataSet	MISSING			existing_library	library	不存在叫‘MultiDataSet’这个名称的程序包
multtest	multtest	OK	2.68.0	/usr/local/lib/R/site-library	bioconductor;existing_library	full;library	
munsell	munsell	MISSING			existing_library	library	不存在叫‘munsell’这个名称的程序包
mvtnorm	mvtnorm	OK	1.4.0	/usr/local/lib/R/site-library	existing_library	library	
mvtnormAPI	mvtnormAPI	MISSING			existing_library	library	不存在叫‘mvtnormAPI’这个名称的程序包
mzID	mzID	MISSING			existing_library	library	不存在叫‘mzID’这个名称的程序包
mzR	mzR	MISSING			existing_library	library	不存在叫‘mzR’这个名称的程序包
naivebayes	naivebayes	MISSING			cran;existing_library	full;library	不存在叫‘naivebayes’这个名称的程序包
nanonext	nanonext	OK	1.9.1	/usr/local/lib/R/site-library	existing_library	library	
ncdf4	ncdf4	MISSING			existing_library	library	不存在叫‘ncdf4’这个名称的程序包
networkD3	networkD3	MISSING			existing_library	library	不存在叫‘networkD3’这个名称的程序包
nlme	nlme	OK	3.1.168	/usr/lib/R/library	existing_library	library	
nloptr	nloptr	OK	2.2.1	/usr/local/lib/R/site-library	existing_library	library	
nnet	nnet	OK	7.3.20	/usr/lib/R/library	cran;existing_library	full;library	
nnls	nnls	MISSING			existing_library	library	不存在叫‘nnls’这个名称的程序包
nortest	nortest	MISSING			existing_library	library	不存在叫‘nortest’这个名称的程序包
numDeriv	numDeriv	OK	2016.8.1.1	/usr/local/lib/R/site-library	existing_library	library	
openssl	openssl	OK	2.4.1	/usr/local/lib/R/site-library	existing_library	library	
openxlsx	openxlsx	OK	4.2.8.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
optparse	optparse	OK	1.8.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
org.Hs.eg.db	org.Hs.eg.db	MISSING			bioconductor;existing_library	full;library	不存在叫‘org.Hs.eg.db’这个名称的程序包
org.Mm.eg.db	org.Mm.eg.db	MISSING			bioconductor	full	不存在叫‘org.Mm.eg.db’这个名称的程序包
org.testing.db	org.testing.db	MISSING			existing_library	library	不存在叫‘org.testing.db’这个名称的程序包
osqp	osqp	MISSING			existing_library	library	不存在叫‘osqp’这个名称的程序包
otel	otel	MISSING			existing_library	library	不存在叫‘otel’这个名称的程序包
pacman	pacman	OK	0.5.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
pak	pak	MISSING			cran;existing_library	full;library	不存在叫‘pak’这个名称的程序包
paletteer	paletteer	MISSING			existing_library	library	不存在叫‘paletteer’这个名称的程序包
palmerpenguins	palmerpenguins	OK	0.1.1	/usr/local/lib/R/site-library	existing_library	library	
pander	pander	MISSING			cran	full	不存在叫‘pander’这个名称的程序包
paradox	paradox	OK	1.0.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
parallel	parallel	OK	4.6.0	/usr/lib/R/library	existing_library	library	
parallelly	parallelly	OK	1.47.0	/usr/local/lib/R/site-library	existing_library	library	
parameters	parameters	MISSING			existing_library	library	不存在叫‘parameters’这个名称的程序包
patchwork	patchwork	OK	1.3.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
pathview	pathview	MISSING			bioconductor;existing_library	full;library	不存在叫‘pathview’这个名称的程序包
pbapply	pbapply	OK	1.7.4	/usr/local/lib/R/site-library	existing_library	library	
pbkrtest	pbkrtest	OK	0.5.5	/usr/local/lib/R/site-library	existing_library	library	
pcaMethods	pcaMethods	MISSING			bioconductor;existing_library	full;library	不存在叫‘pcaMethods’这个名称的程序包
performance	performance	MISSING			existing_library	library	不存在叫‘performance’这个名称的程序包
permute	permute	OK	0.9.10	/usr/local/lib/R/site-library	existing_library	library	
pheatmap	pheatmap	OK	1.0.13	/usr/local/lib/R/site-library	cran;existing_library	core;library	
phyloseq	phyloseq	OK	1.56.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
pillar	pillar	OK	1.11.1	/usr/local/lib/R/site-library	existing_library	library	
pixmap	pixmap	OK	0.4.14	/usr/local/lib/R/site-library	existing_library	library	
pkgbuild	pkgbuild	MISSING			existing_library	library	不存在叫‘pkgbuild’这个名称的程序包
pkgcache	pkgcache	MISSING			existing_library	library	不存在叫‘pkgcache’这个名称的程序包
pkgconfig	pkgconfig	OK	2.0.3	/usr/local/lib/R/site-library	existing_library	library	
pkgdepends	pkgdepends	MISSING			existing_library	library	不存在叫‘pkgdepends’这个名称的程序包
pkgdown	pkgdown	MISSING			existing_library	library	不存在叫‘pkgdown’这个名称的程序包
pkgload	pkgload	MISSING			existing_library	library	不存在叫‘pkgload’这个名称的程序包
pkgsearch	pkgsearch	MISSING			existing_library	library	不存在叫‘pkgsearch’这个名称的程序包
plogr	plogr	MISSING			existing_library	library	不存在叫‘plogr’这个名称的程序包
plotly	plotly	MISSING			cran;existing_library	full;library	不存在叫‘plotly’这个名称的程序包
plotrix	plotrix	OK	3.8.14	/usr/local/lib/R/site-library	existing_library	library	
plyinteractions	plyinteractions	MISSING			bioconductor	full	不存在叫‘plyinteractions’这个名称的程序包
plyr	plyr	OK	1.8.9	/usr/local/lib/R/site-library	existing_library	library	
PMCMRplus	PMCMRplus	MISSING			existing_library	library	不存在叫‘PMCMRplus’这个名称的程序包
png	png	OK	0.1.9	/usr/local/lib/R/site-library	existing_library	library	
polspline	polspline	OK	1.1.25	/usr/local/lib/R/site-library	existing_library	library	
polyclip	polyclip	OK	1.10.7	/usr/local/lib/R/site-library	existing_library	library	
polynom	polynom	OK	1.4.1	/usr/local/lib/R/site-library	existing_library	library	
prabclus	prabclus	OK	2.3.5	/usr/local/lib/R/site-library	existing_library	library	
praise	praise	MISSING			existing_library	library	不存在叫‘praise’这个名称的程序包
precrec	precrec	MISSING			existing_library	library	不存在叫‘precrec’这个名称的程序包
preprocessCore	preprocessCore	MISSING			bioconductor;existing_library	full;library	不存在叫‘preprocessCore’这个名称的程序包
prettyunits	prettyunits	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
prismatic	prismatic	MISSING			existing_library	library	不存在叫‘prismatic’这个名称的程序包
pROC	pROC	OK	1.19.0.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
processx	processx	MISSING			existing_library	library	不存在叫‘processx’这个名称的程序包
prodlim	prodlim	OK	2026.3.11	/usr/local/lib/R/site-library	existing_library	library	
profvis	profvis	MISSING			existing_library	library	不存在叫‘profvis’这个名称的程序包
progress	progress	OK	1.2.3	/usr/local/lib/R/site-library	existing_library	library	
progressr	progressr	OK	0.19.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
promises	promises	MISSING			existing_library	library	不存在叫‘promises’这个名称的程序包
ProtGenerics	ProtGenerics	MISSING			existing_library	library	不存在叫‘ProtGenerics’这个名称的程序包
proxy	proxy	OK	0.4.29	/usr/local/lib/R/site-library	existing_library	library	
PRROC	PRROC	OK	1.4	/usr/local/lib/R/site-library	existing_library	library	
ps	ps	MISSING			existing_library	library	不存在叫‘ps’这个名称的程序包
pscl	pscl	MISSING			existing_library	library	不存在叫‘pscl’这个名称的程序包
PSMatch	PSMatch	MISSING			existing_library	library	不存在叫‘PSMatch’这个名称的程序包
psych	psych	MISSING			cran;existing_library	full;library	不存在叫‘psych’这个名称的程序包
purrr	purrr	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
QFeatures	QFeatures	MISSING			existing_library	library	不存在叫‘QFeatures’这个名称的程序包
qqman	qqman	MISSING			existing_library	library	不存在叫‘qqman’这个名称的程序包
qs	qs	MISSING			cran;existing_library	full;library	不存在叫‘qs’这个名称的程序包
quadprog	quadprog	OK	1.5.8	/usr/local/lib/R/site-library	existing_library	library	
quantmod	quantmod	MISSING			existing_library	library	不存在叫‘quantmod’这个名称的程序包
quantreg	quantreg	OK	6.1	/usr/local/lib/R/site-library	existing_library	library	
quarto	quarto	MISSING			cran	full	不存在叫‘quarto’这个名称的程序包
qvalue	qvalue	MISSING			bioconductor;existing_library	full;library	不存在叫‘qvalue’这个名称的程序包
R.cache	R.cache	MISSING			existing_library	library	不存在叫‘R.cache’这个名称的程序包
R.methodsS3	R.methodsS3	MISSING			existing_library	library	不存在叫‘R.methodsS3’这个名称的程序包
R.oo	R.oo	MISSING			existing_library	library	不存在叫‘R.oo’这个名称的程序包
R.utils	R.utils	MISSING			cran;existing_library	full;library	不存在叫‘R.utils’这个名称的程序包
R6	R6	OK	2.6.1	/usr/local/lib/R/site-library	existing_library	library	
ragg	ragg	OK	1.5.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
randomForest	randomForest	MISSING			cran;existing_library	full;library	不存在叫‘randomForest’这个名称的程序包
ranger	ranger	OK	0.18.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
RApiSerialize	RApiSerialize	MISSING			existing_library	library	不存在叫‘RApiSerialize’这个名称的程序包
rappdirs	rappdirs	OK	0.3.4	/usr/local/lib/R/site-library	existing_library	library	
RBGL	RBGL	MISSING			bioconductor;existing_library	full;library	不存在叫‘RBGL’这个名称的程序包
rbibutils	rbibutils	OK	2.4.1	/usr/local/lib/R/site-library	existing_library	library	
rbiom	rbiom	MISSING			existing_library	library	不存在叫‘rbiom’这个名称的程序包
rBLAST	rBLAST	MISSING			bioconductor	full	不存在叫‘rBLAST’这个名称的程序包
rcmdcheck	rcmdcheck	MISSING			existing_library	library	不存在叫‘rcmdcheck’这个名称的程序包
RColorBrewer	RColorBrewer	OK	1.1.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
Rcpp	Rcpp	OK	1.1.1.1.1	/usr/local/lib/R/site-library	existing_library	library	
RcppAnnoy	RcppAnnoy	OK	0.0.23	/usr/local/lib/R/site-library	existing_library	library	
RcppArmadillo	RcppArmadillo	OK	15.2.7.1	/usr/local/lib/R/site-library	existing_library	library	
RcppEigen	RcppEigen	OK	0.3.4.0.2	/usr/local/lib/R/site-library	existing_library	library	
RcppHNSW	RcppHNSW	MISSING			existing_library	library	不存在叫‘RcppHNSW’这个名称的程序包
RcppML	RcppML	OK	0.3.7.1	/usr/local/lib/R/site-library	existing_library	library	
RcppParallel	RcppParallel	MISSING			existing_library	library	不存在叫‘RcppParallel’这个名称的程序包
RcppProgress	RcppProgress	OK	0.4.2	/usr/local/lib/R/site-library	existing_library	library	
RcppProgressArmadillo	RcppProgressArmadillo	MISSING			existing_library	library	不存在叫‘RcppProgressArmadillo’这个名称的程序包
RcppProgressETA	RcppProgressETA	MISSING			existing_library	library	不存在叫‘RcppProgressETA’这个名称的程序包
RcppProgressExample	RcppProgressExample	MISSING			existing_library	library	不存在叫‘RcppProgressExample’这个名称的程序包
RcppTOML	RcppTOML	MISSING			existing_library	library	不存在叫‘RcppTOML’这个名称的程序包
RCurl	RCurl	MISSING			existing_library	library	不存在叫‘RCurl’这个名称的程序包
Rdpack	Rdpack	OK	2.6.6	/usr/local/lib/R/site-library	existing_library	library	
readr	readr	OK	2.2.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
readxl	readxl	OK	1.5.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
recipes	recipes	MISSING			existing_library	library	不存在叫‘recipes’这个名称的程序包
reformulas	reformulas	OK	0.4.4	/usr/local/lib/R/site-library	existing_library	library	
registry	registry	MISSING			existing_library	library	不存在叫‘registry’这个名称的程序包
rematch	rematch	OK	2.0.0	/usr/local/lib/R/site-library	existing_library	library	
rematch2	rematch2	MISSING			existing_library	library	不存在叫‘rematch2’这个名称的程序包
remotes	remotes	OK	2.5.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
renv	renv	MISSING			existing_library	library	不存在叫‘renv’这个名称的程序包
repr	repr	MISSING			existing_library	library	不存在叫‘repr’这个名称的程序包
reprex	reprex	MISSING			existing_library	library	不存在叫‘reprex’这个名称的程序包
reshape	reshape	MISSING			existing_library	library	不存在叫‘reshape’这个名称的程序包
reshape2	reshape2	OK	1.4.5	/usr/local/lib/R/site-library	cran;existing_library	core;library	
rex	rex	MISSING			existing_library	library	不存在叫‘rex’这个名称的程序包
Rfast	Rfast	MISSING			existing_library	library	不存在叫‘Rfast’这个名称的程序包
Rgraphviz	Rgraphviz	MISSING			bioconductor;existing_library	full;library	不存在叫‘Rgraphviz’这个名称的程序包
rhdf5	rhdf5	MISSING			existing_library	library	不存在叫‘rhdf5’这个名称的程序包
rhdf5filters	rhdf5filters	MISSING			existing_library	library	不存在叫‘rhdf5filters’这个名称的程序包
Rhdf5lib	Rhdf5lib	MISSING			existing_library	library	不存在叫‘Rhdf5lib’这个名称的程序包
rJava	rJava	MISSING			cran;existing_library	full;library	不存在叫‘rJava’这个名称的程序包
rjson	rjson	MISSING			existing_library	library	不存在叫‘rjson’这个名称的程序包
rlang	rlang	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
rmarkdown	rmarkdown	OK	2.31	/usr/local/lib/R/site-library	existing_library	library	
Rmpfr	Rmpfr	MISSING			existing_library	library	不存在叫‘Rmpfr’这个名称的程序包
rngtools	rngtools	OK	1.5.2	/usr/local/lib/R/site-library	existing_library	library	
robustbase	robustbase	OK	0.99.7	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ROCR	ROCR	OK	1.0.12	/usr/local/lib/R/site-library	cran;existing_library	core;library	
rootSolve	rootSolve	OK	1.8.2.4	/usr/local/lib/R/site-library	existing_library	library	
ropls	ropls	MISSING			bioconductor;existing_library	full;library	不存在叫‘ropls’这个名称的程序包
roxygen2	roxygen2	MISSING			cran;existing_library	full;library	不存在叫‘roxygen2’这个名称的程序包
rpart	rpart	OK	4.1.24	/usr/lib/R/library	cran;existing_library	full;library	
rprojroot	rprojroot	OK	2.1.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
Rserve	Rserve	MISSING			existing_library	library	不存在叫‘Rserve’这个名称的程序包
RSpectra	RSpectra	OK	0.16.2	/usr/local/lib/R/site-library	existing_library	library	
RSQLite	RSQLite	MISSING			existing_library	library	不存在叫‘RSQLite’这个名称的程序包
RStanTest	RStanTest	MISSING			existing_library	library	不存在叫‘RStanTest’这个名称的程序包
rstantools	rstantools	MISSING			existing_library	library	不存在叫‘rstantools’这个名称的程序包
rstatix	rstatix	OK	0.7.3	/usr/local/lib/R/site-library	cran;existing_library	full;library	
rstudioapi	rstudioapi	OK	0.18.0	/usr/local/lib/R/site-library	existing_library	library	
rsvd	rsvd	OK	1.0.5	/usr/local/lib/R/site-library	existing_library	library	
Rtsne	Rtsne	OK	0.17	/usr/local/lib/R/site-library	existing_library	library	
rversions	rversions	MISSING			existing_library	library	不存在叫‘rversions’这个名称的程序包
rvest	rvest	MISSING			existing_library	library	不存在叫‘rvest’这个名称的程序包
RWeka	RWeka	MISSING			cran;existing_library	full;library	不存在叫‘RWeka’这个名称的程序包
RWekajars	RWekajars	MISSING			existing_library	library	不存在叫‘RWekajars’这个名称的程序包
S4Arrays	S4Arrays	OK	1.12.0	/usr/local/lib/R/site-library	existing_library	library	
S4Vectors	S4Vectors	OK	0.50.1	/usr/local/lib/R/site-library	existing_library	library	
S7	S7	OK	0.2.2	/usr/local/lib/R/site-library	existing_library	library	
safetensors	safetensors	MISSING			existing_library	library	不存在叫‘safetensors’这个名称的程序包
sandwich	sandwich	OK	3.1.1	/usr/local/lib/R/site-library	existing_library	library	
sass	sass	OK	0.4.10	/usr/local/lib/R/site-library	existing_library	library	
ScaledMatrix	ScaledMatrix	OK	1.20.0	/usr/local/lib/R/site-library	existing_library	library	
scales	scales	OK	1.4.0	/usr/local/lib/R/site-library	existing_library	library	
scater	scater	OK	1.40.1	/usr/local/lib/R/site-library	existing_library	library	
scatterpie	scatterpie	MISSING			existing_library	library	不存在叫‘scatterpie’这个名称的程序包
scatterplot3d	scatterplot3d	MISSING			cran;existing_library	full;library	不存在叫‘scatterplot3d’这个名称的程序包
scrime	scrime	MISSING			existing_library	library	不存在叫‘scrime’这个名称的程序包
scs	scs	MISSING			existing_library	library	不存在叫‘scs’这个名称的程序包
scuttle	scuttle	OK	1.22.0	/usr/local/lib/R/site-library	existing_library	library	
selectr	selectr	MISSING			existing_library	library	不存在叫‘selectr’这个名称的程序包
Seqinfo	Seqinfo	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
sessioninfo	sessioninfo	MISSING			existing_library	library	不存在叫‘sessioninfo’这个名称的程序包
SeuratWrappers	SeuratWrappers	MISSING			github	full	不存在叫‘SeuratWrappers’这个名称的程序包
shades	shades	OK	1.4.0	/usr/local/lib/R/site-library	existing_library	library	
shadowtext	shadowtext	MISSING			existing_library	library	不存在叫‘shadowtext’这个名称的程序包
shape	shape	OK	1.4.6.1	/usr/local/lib/R/site-library	existing_library	library	
shapviz	shapviz	OK	0.10.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
shiny	shiny	MISSING			existing_library	library	不存在叫‘shiny’这个名称的程序包
showtext	showtext	OK	0.9.8	/usr/local/lib/R/site-library	cran;existing_library	core;library	
showtextdb	showtextdb	OK	3.0	/usr/local/lib/R/site-library	existing_library	library	
siggenes	siggenes	MISSING			bioconductor;existing_library	full;library	不存在叫‘siggenes’这个名称的程序包
SingleCellExperiment	SingleCellExperiment	OK	1.34.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
sitmo	sitmo	OK	2.0.2	/usr/local/lib/R/site-library	existing_library	library	
skimr	skimr	MISSING			existing_library	library	不存在叫‘skimr’这个名称的程序包
slam	slam	MISSING			existing_library	library	不存在叫‘slam’这个名称的程序包
smotefamily	smotefamily	MISSING			cran;existing_library	full;library	不存在叫‘smotefamily’这个名称的程序包
snow	snow	OK	0.4.4	/usr/local/lib/R/site-library	existing_library	library	
SnowballC	SnowballC	MISSING			existing_library	library	不存在叫‘SnowballC’这个名称的程序包
SoupX	SoupX	MISSING			cran	full	不存在叫‘SoupX’这个名称的程序包
sourcetools	sourcetools	MISSING			existing_library	library	不存在叫‘sourcetools’这个名称的程序包
sp	sp	OK	2.2.1	/usr/local/lib/R/site-library	existing_library	library	
spacefillr	spacefillr	OK	0.4.0	/usr/local/lib/R/site-library	existing_library	library	
SparseArray	SparseArray	OK	1.12.2	/usr/local/lib/R/site-library	existing_library	library	
SparseM	SparseM	OK	1.84.2	/usr/local/lib/R/site-library	existing_library	library	
sparseMatrixStats	sparseMatrixStats	OK	1.24.0	/usr/local/lib/R/site-library	existing_library	library	
sparsevctrs	sparsevctrs	MISSING			existing_library	library	不存在叫‘sparsevctrs’这个名称的程序包
spatial	spatial	OK	7.3.17	/usr/lib/R/library	existing_library	library	
Spectra	Spectra	MISSING			existing_library	library	不存在叫‘Spectra’这个名称的程序包
spelling	spelling	MISSING			existing_library	library	不存在叫‘spelling’这个名称的程序包
splines	splines	OK	4.6.0	/usr/lib/R/library	existing_library	library	
SQUAREM	SQUAREM	OK	2026.1	/usr/local/lib/R/site-library	existing_library	library	
stabm	stabm	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
stabs	stabs	MISSING			existing_library	library	不存在叫‘stabs’这个名称的程序包
statmod	statmod	MISSING			existing_library	library	不存在叫‘statmod’这个名称的程序包
stats	stats	OK	4.6.0	/usr/lib/R/library	existing_library	library	
stats4	stats4	OK	4.6.0	/usr/lib/R/library	existing_library	library	
statsExpressions	statsExpressions	MISSING			existing_library	library	不存在叫‘statsExpressions’这个名称的程序包
storr	storr	MISSING			existing_library	library	不存在叫‘storr’这个名称的程序包
stringfish	stringfish	MISSING			existing_library	library	不存在叫‘stringfish’这个名称的程序包
stringi	stringi	OK	1.8.7	/usr/local/lib/R/site-library	existing_library	library	
stringr	stringr	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
styler	styler	MISSING			existing_library	library	不存在叫‘styler’这个名称的程序包
SummarizedExperiment	SummarizedExperiment	OK	1.42.0	/usr/local/lib/R/site-library	existing_library	library	
SuppDists	SuppDists	OK	1.1.9.9	/usr/local/lib/R/site-library	existing_library	library	
survival	survival	OK	3.8.6	/usr/lib/R/library	existing_library	library	
sva	sva	MISSING			bioconductor;existing_library	full;library	不存在叫‘sva’这个名称的程序包
svglite	svglite	MISSING			existing_library	library	不存在叫‘svglite’这个名称的程序包
swagger	swagger	MISSING			existing_library	library	不存在叫‘swagger’这个名称的程序包
sys	sys	OK	3.4.3	/usr/local/lib/R/site-library	existing_library	library	
sysfonts	sysfonts	OK	0.8.9	/usr/local/lib/R/site-library	cran;existing_library	core;library	
systemfonts	systemfonts	OK	1.3.2	/usr/local/lib/R/site-library	existing_library	library	
tcltk	tcltk	OK	4.6.0	/usr/lib/R/library	existing_library	library	
tensorA	tensorA	MISSING			existing_library	library	不存在叫‘tensorA’这个名称的程序包
testRcppAttributePackage	testRcppAttributePackage	MISSING			existing_library	library	不存在叫‘testRcppAttributePackage’这个名称的程序包
testRcppClass	testRcppClass	MISSING			existing_library	library	不存在叫‘testRcppClass’这个名称的程序包
testRcppInterfaceExporter	testRcppInterfaceExporter	MISSING			existing_library	library	不存在叫‘testRcppInterfaceExporter’这个名称的程序包
testRcppInterfaceUser	testRcppInterfaceUser	MISSING			existing_library	library	不存在叫‘testRcppInterfaceUser’这个名称的程序包
testRcppModule	testRcppModule	MISSING			existing_library	library	不存在叫‘testRcppModule’这个名称的程序包
testRcppPackage	testRcppPackage	MISSING			existing_library	library	不存在叫‘testRcppPackage’这个名称的程序包
