package	load_name	status	version	library_dir	source_type	profile	message
lmerTest	lmerTest	OK	3.2.1	/usr/local/lib/R/site-library	existing_library	library	
lmom	lmom	OK	3.3	/usr/local/lib/R/site-library	existing_library	library	
lmtest	lmtest	OK	0.9.40	/usr/local/lib/R/site-library	existing_library	library	
locfit	locfit	OK	1.5.9.12	/usr/local/lib/R/site-library	existing_library	library	
logging	logging	OK	0.10.111	/usr/local/lib/R/site-library	existing_library	library	
lpSolve	lpSolve	OK	5.6.23	/opt/mobior-full/site-library	existing_library	library	
lubridate	lubridate	OK	1.9.5	/opt/mobior-full/site-library	existing_library	library	
maaslin3	maaslin3	OK	1.4.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
magrittr	magrittr	OK	2.0.5	/usr/local/lib/R/site-library	existing_library	library	
MALDIquant	MALDIquant	OK	1.22.3	/opt/mobior-full/site-library	existing_library	library	
markdown	markdown	OK	2.0	/usr/local/lib/R/site-library	existing_library	library	
MASS	MASS	OK	7.3.65	/usr/lib/R/library	existing_library	core;library	
mathjaxr	mathjaxr	OK	2.0.0	/opt/mobior-full/site-library	existing_library	library	
Matrix	Matrix	OK	1.7.4	/usr/lib/R/library	cran;existing_library	core;library	
MatrixGenerics	MatrixGenerics	OK	1.24.0	/usr/local/lib/R/site-library	existing_library	library	
MatrixModels	MatrixModels	OK	0.5.4	/usr/local/lib/R/site-library	existing_library	library	
matrixStats	matrixStats	OK	1.5.0	/usr/local/lib/R/site-library	existing_library	library	
mclust	mclust	OK	6.1.2	/usr/local/lib/R/site-library	existing_library	library	
memoise	memoise	OK	2.0.1	/usr/local/lib/R/site-library	existing_library	library	
MetaboAnalystR	MetaboAnalystR	OK	4.3.0	/opt/mobior-full/site-library	existing_library;github	full;library	
MetaboCoreUtils	MetaboCoreUtils	OK	1.20.1	/opt/mobior-full/site-library	existing_library	library	
metadat	metadat	OK	1.6.0	/opt/mobior-full/site-library	existing_library	library	
metafor	metafor	OK	5.0.1	/opt/mobior-full/site-library	existing_library	library	
methods	methods	OK	4.6.0	/usr/lib/R/library	existing_library	library	
mgcv	mgcv	OK	1.9.4	/usr/lib/R/library	existing_library	library	
mia	mia	OK	1.20.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
miaViz	miaViz	OK	1.20.0	/opt/mobior-full/site-library	existing_library	library	
microbenchmark	microbenchmark	OK	1.5.0	/usr/local/lib/R/site-library	existing_library	library	
microbiome	microbiome	OK	1.34.0	/opt/mobior-full/site-library	existing_library	library	
miloR	miloR	OK	2.8.1	/opt/mobior-full/site-library	bioconductor	full	
mime	mime	OK	0.13	/usr/local/lib/R/site-library	existing_library	library	
mimosa	mimosa	OK	2.0.0	/opt/mobior-full/site-library	github	full	
miniUI	miniUI	OK	0.1.2	/opt/mobior-full/site-library	existing_library	library	
minqa	minqa	OK	1.2.8	/usr/local/lib/R/site-library	existing_library	library	
mirai	mirai	OK	2.7.1	/usr/local/lib/R/site-library	existing_library	library	
mlbench	mlbench	OK	2.1.8	/usr/local/lib/R/site-library	existing_library	library	
mlr3	mlr3	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3cluster	mlr3cluster	OK	0.3.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3cmprsk	mlr3cmprsk	OK	0.0.5	/usr/local/lib/R/site-library	github	core	
mlr3data	mlr3data	OK	0.9.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3extralearners	mlr3extralearners	OK	1.5.2	/usr/local/lib/R/site-library	existing_library;github	core;library	
mlr3filters	mlr3filters	OK	0.9.1	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3fselect	mlr3fselect	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3hyperband	mlr3hyperband	OK	1.1.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3inferr	mlr3inferr	OK	0.2.1	/usr/local/lib/R/site-library	existing_library	library	
mlr3learners	mlr3learners	OK	0.14.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3mbo	mlr3mbo	OK	1.1.1	/usr/local/lib/R/site-library	existing_library	library	
mlr3measures	mlr3measures	OK	1.3.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3misc	mlr3misc	OK	0.21.0	/usr/local/lib/R/site-library	existing_library	library	
mlr3pipelines	mlr3pipelines	OK	0.11.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3proba	mlr3proba	OK	0.8.10	/usr/local/lib/R/site-library	github	core	
mlr3tuning	mlr3tuning	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3tuningspaces	mlr3tuningspaces	OK	0.6.0	/usr/local/lib/R/site-library	cran;existing_library	full;library	
mlr3verse	mlr3verse	OK	0.3.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
mlr3viz	mlr3viz	OK	0.11.0	/usr/local/lib/R/site-library	existing_library	library	
mltools	mltools	OK	0.3.5	/opt/mobior-full/site-library	cran;existing_library	full;library	
MMUPHin	MMUPHin	OK	2.0.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
mnormt	mnormt	OK	2.1.2	/opt/mobior-full/site-library	existing_library	library	
ModelMetrics	ModelMetrics	OK	1.2.2.2	/opt/mobior-full/site-library	existing_library	library	
modelr	modelr	OK	0.1.11	/usr/local/lib/R/site-library	existing_library	library	
modeltools	modeltools	OK	0.2.24	/usr/local/lib/R/site-library	existing_library	library	
MsCoreUtils	MsCoreUtils	OK	1.24.0	/opt/mobior-full/site-library	existing_library	library	
MSnbase	MSnbase	OK	2.37.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
multcomp	multcomp	OK	1.4.30	/usr/local/lib/R/site-library	existing_library	library	
multcompView	multcompView	OK	0.1.11	/opt/mobior-full/site-library	existing_library	library	
MultiAssayExperiment	MultiAssayExperiment	OK	1.38.0	/usr/local/lib/R/site-library	existing_library	library	
MultiDataSet	MultiDataSet	OK	1.40.0	/opt/mobior-full/site-library	existing_library	library	
multtest	multtest	OK	2.68.0	/usr/local/lib/R/site-library	bioconductor;existing_library	full;library	
munsell	munsell	OK	0.5.1	/opt/mobior-full/site-library	existing_library	library	
mvtnorm	mvtnorm	OK	1.4.1	/usr/local/lib/R/site-library	existing_library	library	
mvtnormAPI	mvtnormAPI	MISSING			existing_library	library	不存在叫‘mvtnormAPI’这个名称的程序包
mzID	mzID	OK	1.50.0	/opt/mobior-full/site-library	existing_library	library	
mzR	mzR	OK	2.46.0	/opt/mobior-full/site-library	existing_library	library	
naivebayes	naivebayes	OK	1.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
nanonext	nanonext	OK	1.9.1	/usr/local/lib/R/site-library	existing_library	library	
ncdf4	ncdf4	OK	1.24	/opt/mobior-full/site-library	existing_library	library	
networkD3	networkD3	OK	0.4.1	/opt/mobior-full/site-library	existing_library	library	
nlme	nlme	OK	3.1.168	/usr/lib/R/library	existing_library	library	
nloptr	nloptr	OK	2.2.1	/usr/local/lib/R/site-library	existing_library	library	
nnet	nnet	OK	7.3.20	/usr/lib/R/library	cran;existing_library	full;library	
nnls	nnls	OK	1.6	/opt/mobior-full/site-library	existing_library	library	
nortest	nortest	OK	1.0.4	/opt/mobior-full/site-library	existing_library	library	
numDeriv	numDeriv	OK	2016.8.1.1	/usr/local/lib/R/site-library	existing_library	library	
openssl	openssl	OK	2.4.1	/usr/local/lib/R/site-library	existing_library	library	
openxlsx	openxlsx	OK	4.2.8.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
optparse	optparse	OK	1.8.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
org.Hs.eg.db	org.Hs.eg.db	OK	3.23.1	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
org.Mm.eg.db	org.Mm.eg.db	OK	3.23.0	/opt/mobior-full/site-library	bioconductor	full	
org.testing.db	org.testing.db	MISSING			existing_library	library	不存在叫‘org.testing.db’这个名称的程序包
osqp	osqp	OK	1.0.0	/opt/mobior-full/site-library	existing_library	library	
otel	otel	OK	0.2.0	/opt/mobior-full/site-library	existing_library	library	
pacman	pacman	OK	0.5.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
pak	pak	OK	0.10.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
paletteer	paletteer	OK	1.7.0	/opt/mobior-full/site-library	existing_library	library	
palmerpenguins	palmerpenguins	OK	0.1.1	/usr/local/lib/R/site-library	existing_library	library	
pander	pander	OK	0.6.6	/opt/mobior-full/site-library	cran	full	
paradox	paradox	OK	1.0.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
parallel	parallel	OK	4.6.0	/usr/lib/R/library	existing_library	library	
parallelly	parallelly	OK	1.47.0	/usr/local/lib/R/site-library	existing_library	library	
parameters	parameters	OK	0.29.1	/opt/mobior-full/site-library	existing_library	library	
patchwork	patchwork	OK	1.3.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
pathview	pathview	OK	1.52.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
pbapply	pbapply	OK	1.7.4	/opt/mobior-full/site-library	existing_library	library	
pbkrtest	pbkrtest	OK	0.5.5	/usr/local/lib/R/site-library	existing_library	library	
pcaMethods	pcaMethods	OK	2.4.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
performance	performance	OK	0.17.0	/opt/mobior-full/site-library	existing_library	library	
permute	permute	OK	0.9.10	/usr/local/lib/R/site-library	existing_library	library	
pheatmap	pheatmap	OK	1.0.13	/usr/local/lib/R/site-library	cran;existing_library	core;library	
phyloseq	phyloseq	OK	1.56.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
pillar	pillar	OK	1.11.1	/usr/local/lib/R/site-library	existing_library	library	
pixmap	pixmap	OK	0.4.14	/usr/local/lib/R/site-library	existing_library	library	
pkgbuild	pkgbuild	OK	1.4.8	/opt/mobior-full/site-library	existing_library	library	
pkgcache	pkgcache	OK	2.2.5	/opt/mobior-full/site-library	existing_library	library	
pkgconfig	pkgconfig	OK	2.0.3	/usr/local/lib/R/site-library	existing_library	library	
pkgdepends	pkgdepends	OK	0.9.1	/opt/mobior-full/site-library	existing_library	library	
pkgdown	pkgdown	OK	2.2.0	/opt/mobior-full/site-library	existing_library	library	
pkgload	pkgload	OK	1.5.2	/opt/mobior-full/site-library	existing_library	library	
pkgsearch	pkgsearch	OK	3.1.5	/opt/mobior-full/site-library	existing_library	library	
plogr	plogr	OK	0.2.0	/opt/mobior-full/site-library	existing_library	library	
plotly	plotly	OK	4.12.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
plotrix	plotrix	OK	3.8.14	/opt/mobior-full/site-library	existing_library	library	
plyinteractions	plyinteractions	OK	1.10.0	/opt/mobior-full/site-library	bioconductor	full	
plyr	plyr	OK	1.8.9	/usr/local/lib/R/site-library	existing_library	library	
PMCMRplus	PMCMRplus	OK	1.9.12	/opt/mobior-full/site-library	existing_library	library	
png	png	OK	0.1.9	/usr/local/lib/R/site-library	existing_library	library	
polspline	polspline	OK	1.1.25	/opt/mobior-full/site-library	existing_library	library	
polyclip	polyclip	OK	1.10.7	/usr/local/lib/R/site-library	existing_library	library	
polynom	polynom	OK	1.4.1	/usr/local/lib/R/site-library	existing_library	library	
prabclus	prabclus	OK	2.3.5	/usr/local/lib/R/site-library	existing_library	library	
praise	praise	OK	1.0.0	/opt/mobior-full/site-library	existing_library	library	
precrec	precrec	OK	0.14.5	/opt/mobior-full/site-library	existing_library	library	
preprocessCore	preprocessCore	OK	1.74.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
prettyunits	prettyunits	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
prismatic	prismatic	OK	1.1.2	/opt/mobior-full/site-library	existing_library	library	
pROC	pROC	OK	1.19.0.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
processx	processx	OK	3.9.0	/opt/mobior-full/site-library	existing_library	library	
prodlim	prodlim	OK	2026.3.11	/opt/mobior-full/site-library	existing_library	library	
profvis	profvis	OK	0.4.0	/opt/mobior-full/site-library	existing_library	library	
progress	progress	OK	1.2.3	/usr/local/lib/R/site-library	existing_library	library	
progressr	progressr	OK	0.19.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
promises	promises	OK	1.5.0	/opt/mobior-full/site-library	existing_library	library	
ProtGenerics	ProtGenerics	OK	1.44.0	/opt/mobior-full/site-library	existing_library	library	
proxy	proxy	OK	0.4.29	/usr/local/lib/R/site-library	existing_library	library	
PRROC	PRROC	OK	1.4	/usr/local/lib/R/site-library	existing_library	library	
ps	ps	OK	1.9.3	/opt/mobior-full/site-library	existing_library	library	
pscl	pscl	OK	1.5.9	/opt/mobior-full/site-library	existing_library	library	
PSMatch	PSMatch	OK	1.16.0	/opt/mobior-full/site-library	existing_library	library	
psych	psych	OK	2.6.5	/opt/mobior-full/site-library	cran;existing_library	full;library	
purrr	purrr	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
QFeatures	QFeatures	OK	1.22.0	/opt/mobior-full/site-library	existing_library	library	
qqman	qqman	OK	0.1.9	/opt/mobior-full/site-library	existing_library	library	
qs	qs	MISSING			cran;existing_library	full;library	不存在叫‘qs’这个名称的程序包
quadprog	quadprog	OK	1.5.8	/usr/local/lib/R/site-library	existing_library	library	
quantmod	quantmod	OK	0.4.28	/opt/mobior-full/site-library	existing_library	library	
quantreg	quantreg	OK	6.1	/usr/local/lib/R/site-library	existing_library	library	
quarto	quarto	OK	1.5.1	/opt/mobior-full/site-library	cran	full	
qvalue	qvalue	OK	2.44.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
R.cache	R.cache	OK	0.17.0	/opt/mobior-full/site-library	existing_library	library	
R.methodsS3	R.methodsS3	OK	1.8.2	/opt/mobior-full/site-library	existing_library	library	
R.oo	R.oo	OK	1.27.1	/opt/mobior-full/site-library	existing_library	library	
R.utils	R.utils	OK	2.13.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
R6	R6	OK	2.6.1	/usr/local/lib/R/site-library	existing_library	library	
ragg	ragg	OK	1.5.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
randomForest	randomForest	OK	4.7.1.2	/opt/mobior-full/site-library	cran;existing_library	full;library	
ranger	ranger	OK	0.18.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
RApiSerialize	RApiSerialize	OK	0.1.4	/opt/mobior-full/site-library	existing_library	library	
rappdirs	rappdirs	OK	0.3.4	/usr/local/lib/R/site-library	existing_library	library	
RBGL	RBGL	OK	1.88.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
rbibutils	rbibutils	OK	2.4.1	/usr/local/lib/R/site-library	existing_library	library	
rbiom	rbiom	OK	3.1.0	/opt/mobior-full/site-library	existing_library	library	
rBLAST	rBLAST	OK	1.8.0	/opt/mobior-full/site-library	bioconductor	full	
rcmdcheck	rcmdcheck	OK	1.4.0	/opt/mobior-full/site-library	existing_library	library	
RColorBrewer	RColorBrewer	OK	1.1.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
Rcpp	Rcpp	OK	1.1.1.1.1	/usr/local/lib/R/site-library	existing_library	library	
RcppAnnoy	RcppAnnoy	OK	0.0.23	/usr/local/lib/R/site-library	existing_library	library	
RcppArmadillo	RcppArmadillo	OK	15.2.7.1	/usr/local/lib/R/site-library	existing_library	library	
RcppEigen	RcppEigen	OK	0.3.4.0.2	/usr/local/lib/R/site-library	existing_library	library	
RcppHNSW	RcppHNSW	OK	0.7.0	/opt/mobior-full/site-library	existing_library	library	
RcppML	RcppML	OK	0.3.7.1	/usr/local/lib/R/site-library	existing_library	library	
RcppParallel	RcppParallel	OK	5.1.11.2	/opt/mobior-full/site-library	existing_library	library	
RcppProgress	RcppProgress	OK	0.4.2	/usr/local/lib/R/site-library	existing_library	library	
RcppProgressArmadillo	RcppProgressArmadillo	MISSING			existing_library	library	不存在叫‘RcppProgressArmadillo’这个名称的程序包
RcppProgressETA	RcppProgressETA	MISSING			existing_library	library	不存在叫‘RcppProgressETA’这个名称的程序包
RcppProgressExample	RcppProgressExample	MISSING			existing_library	library	不存在叫‘RcppProgressExample’这个名称的程序包
RcppTOML	RcppTOML	OK	0.2.3	/opt/mobior-full/site-library	existing_library	library	
RCurl	RCurl	OK	1.98.1.19	/opt/mobior-full/site-library	existing_library	library	
Rdpack	Rdpack	OK	2.6.6	/usr/local/lib/R/site-library	existing_library	library	
readr	readr	OK	2.2.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
readxl	readxl	OK	1.5.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
recipes	recipes	OK	1.3.3	/opt/mobior-full/site-library	existing_library	library	
reformulas	reformulas	OK	0.4.4	/usr/local/lib/R/site-library	existing_library	library	
registry	registry	OK	0.5.1	/opt/mobior-full/site-library	existing_library	library	
rematch	rematch	OK	2.0.0	/usr/local/lib/R/site-library	existing_library	library	
rematch2	rematch2	OK	2.1.2	/opt/mobior-full/site-library	existing_library	library	
remotes	remotes	OK	2.5.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
renv	renv	OK	1.2.3	/opt/mobior-full/site-library	existing_library	library	
repr	repr	OK	1.1.7	/opt/mobior-full/site-library	existing_library	library	
reprex	reprex	OK	2.1.1	/opt/mobior-full/site-library	existing_library	library	
reshape	reshape	OK	0.8.10	/opt/mobior-full/site-library	existing_library	library	
reshape2	reshape2	OK	1.4.5	/usr/local/lib/R/site-library	cran;existing_library	core;library	
rex	rex	OK	1.2.2	/opt/mobior-full/site-library	existing_library	library	
Rfast	Rfast	OK	2.1.5.2	/opt/mobior-full/site-library	existing_library	library	
Rgraphviz	Rgraphviz	OK	2.56.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
rhdf5	rhdf5	OK	2.56.0	/opt/mobior-full/site-library	existing_library	library	
rhdf5filters	rhdf5filters	OK	1.24.0	/opt/mobior-full/site-library	existing_library	library	
Rhdf5lib	Rhdf5lib	OK	2.0.0	/opt/mobior-full/site-library	existing_library	library	
rJava	rJava	OK	1.0.18	/opt/mobior-full/site-library	cran;existing_library	full;library	
rjson	rjson	OK	0.2.23	/opt/mobior-full/site-library	existing_library	library	
rlang	rlang	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
rmarkdown	rmarkdown	OK	2.31	/usr/local/lib/R/site-library	existing_library	library	
Rmpfr	Rmpfr	OK	1.1.2	/opt/mobior-full/site-library	existing_library	library	
rngtools	rngtools	OK	1.5.2	/usr/local/lib/R/site-library	existing_library	library	
robustbase	robustbase	OK	0.99.7	/usr/local/lib/R/site-library	cran;existing_library	core;library	
ROCR	ROCR	OK	1.0.12	/usr/local/lib/R/site-library	cran;existing_library	core;library	
rootSolve	rootSolve	OK	1.8.2.4	/usr/local/lib/R/site-library	existing_library	library	
ropls	ropls	OK	1.44.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
roxygen2	roxygen2	OK	8.0.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
rpart	rpart	OK	4.1.24	/usr/lib/R/library	cran;existing_library	full;library	
rprojroot	rprojroot	OK	2.1.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
Rserve	Rserve	OK	1.8.19	/opt/mobior-full/site-library	existing_library	library	
RSpectra	RSpectra	OK	0.16.2	/usr/local/lib/R/site-library	existing_library	library	
RSQLite	RSQLite	OK	3.53.1	/opt/mobior-full/site-library	existing_library	library	
RStanTest	RStanTest	MISSING			existing_library	library	不存在叫‘RStanTest’这个名称的程序包
rstantools	rstantools	OK	2.6.0	/opt/mobior-full/site-library	existing_library	library	
rstatix	rstatix	OK	0.7.3	/usr/local/lib/R/site-library	cran;existing_library	full;library	
rstudioapi	rstudioapi	OK	0.18.0	/usr/local/lib/R/site-library	existing_library	library	
rsvd	rsvd	OK	1.0.5	/usr/local/lib/R/site-library	existing_library	library	
Rtsne	Rtsne	OK	0.17	/usr/local/lib/R/site-library	existing_library	library	
rversions	rversions	OK	3.0.0	/opt/mobior-full/site-library	existing_library	library	
rvest	rvest	OK	1.0.5	/opt/mobior-full/site-library	existing_library	library	
RWeka	RWeka	OK	0.4.48	/opt/mobior-full/site-library	cran;existing_library	full;library	
RWekajars	RWekajars	OK	3.9.3.2	/opt/mobior-full/site-library	existing_library	library	
S4Arrays	S4Arrays	OK	1.12.0	/usr/local/lib/R/site-library	existing_library	library	
S4Vectors	S4Vectors	OK	0.50.1	/usr/local/lib/R/site-library	existing_library	library	
S7	S7	OK	0.2.2	/usr/local/lib/R/site-library	existing_library	library	
safetensors	safetensors	OK	0.2.1	/opt/mobior-full/site-library	existing_library	library	
sandwich	sandwich	OK	3.1.1	/usr/local/lib/R/site-library	existing_library	library	
sass	sass	OK	0.4.10	/usr/local/lib/R/site-library	existing_library	library	
ScaledMatrix	ScaledMatrix	OK	1.20.0	/usr/local/lib/R/site-library	existing_library	library	
scales	scales	OK	1.4.0	/usr/local/lib/R/site-library	existing_library	library	
scater	scater	OK	1.40.1	/usr/local/lib/R/site-library	existing_library	library	
scatterpie	scatterpie	OK	0.2.6	/opt/mobior-full/site-library	existing_library	library	
scatterplot3d	scatterplot3d	OK	0.3.45	/opt/mobior-full/site-library	cran;existing_library	full;library	
scrime	scrime	OK	1.3.7	/opt/mobior-full/site-library	existing_library	library	
scs	scs	OK	3.2.7	/opt/mobior-full/site-library	existing_library	library	
scuttle	scuttle	OK	1.22.0	/usr/local/lib/R/site-library	existing_library	library	
selectr	selectr	OK	0.5.1	/opt/mobior-full/site-library	existing_library	library	
Seqinfo	Seqinfo	OK	1.2.0	/usr/local/lib/R/site-library	existing_library	library	
sessioninfo	sessioninfo	OK	1.2.4	/opt/mobior-full/site-library	existing_library	library	
SeuratWrappers	SeuratWrappers	OK	0.4.0	/opt/mobior-full/site-library	github	full	
shades	shades	OK	1.4.0	/usr/local/lib/R/site-library	existing_library	library	
shadowtext	shadowtext	OK	0.1.6	/opt/mobior-full/site-library	existing_library	library	
shape	shape	OK	1.4.6.1	/usr/local/lib/R/site-library	existing_library	library	
shapviz	shapviz	OK	0.10.3	/usr/local/lib/R/site-library	cran;existing_library	core;library	
shiny	shiny	OK	1.13.0	/opt/mobior-full/site-library	existing_library	library	
showtext	showtext	OK	0.9.8	/usr/local/lib/R/site-library	cran;existing_library	core;library	
showtextdb	showtextdb	OK	3.0	/usr/local/lib/R/site-library	existing_library	library	
siggenes	siggenes	OK	1.86.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
SingleCellExperiment	SingleCellExperiment	OK	1.34.0	/usr/local/lib/R/site-library	bioconductor;existing_library	core;library	
sitmo	sitmo	OK	2.0.2	/usr/local/lib/R/site-library	existing_library	library	
skimr	skimr	OK	2.2.2	/opt/mobior-full/site-library	existing_library	library	
slam	slam	OK	0.1.55	/opt/mobior-full/site-library	existing_library	library	
smotefamily	smotefamily	OK	1.4.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
snow	snow	OK	0.4.4	/usr/local/lib/R/site-library	existing_library	library	
SnowballC	SnowballC	OK	0.7.1	/opt/mobior-full/site-library	existing_library	library	
SoupX	SoupX	OK	1.6.2	/opt/mobior-full/site-library	cran	full	
sourcetools	sourcetools	OK	0.1.7.2	/opt/mobior-full/site-library	existing_library	library	
sp	sp	OK	2.2.1	/usr/local/lib/R/site-library	existing_library	library	
spacefillr	spacefillr	OK	0.4.0	/usr/local/lib/R/site-library	existing_library	library	
SparseArray	SparseArray	OK	1.12.2	/usr/local/lib/R/site-library	existing_library	library	
SparseM	SparseM	OK	1.84.2	/usr/local/lib/R/site-library	existing_library	library	
sparseMatrixStats	sparseMatrixStats	OK	1.24.0	/usr/local/lib/R/site-library	existing_library	library	
sparsevctrs	sparsevctrs	OK	0.3.6	/opt/mobior-full/site-library	existing_library	library	
spatial	spatial	OK	7.3.17	/usr/lib/R/library	existing_library	library	
Spectra	Spectra	OK	1.22.1	/opt/mobior-full/site-library	existing_library	library	
spelling	spelling	OK	2.3.2	/opt/mobior-full/site-library	existing_library	library	
splines	splines	OK	4.6.0	/usr/lib/R/library	existing_library	library	
SQUAREM	SQUAREM	OK	2026.1	/opt/mobior-full/site-library	existing_library	library	
stabm	stabm	OK	1.2.2	/usr/local/lib/R/site-library	existing_library	library	
stabs	stabs	OK	0.7.1	/opt/mobior-full/site-library	existing_library	library	
statmod	statmod	OK	1.5.2	/opt/mobior-full/site-library	existing_library	library	
stats	stats	OK	4.6.0	/usr/lib/R/library	existing_library	library	
stats4	stats4	OK	4.6.0	/usr/lib/R/library	existing_library	library	
statsExpressions	statsExpressions	OK	2.0.0	/opt/mobior-full/site-library	existing_library	library	
storr	storr	OK	1.2.6	/opt/mobior-full/site-library	existing_library	library	
stringfish	stringfish	OK	0.19.0	/opt/mobior-full/site-library	existing_library	library	
stringi	stringi	OK	1.8.7	/usr/local/lib/R/site-library	existing_library	library	
stringr	stringr	OK	1.6.0	/usr/local/lib/R/site-library	cran;existing_library	core;library	
styler	styler	OK	1.11.0	/opt/mobior-full/site-library	existing_library	library	
SummarizedExperiment	SummarizedExperiment	OK	1.42.0	/usr/local/lib/R/site-library	existing_library	library	
SuppDists	SuppDists	OK	1.1.9.9	/usr/local/lib/R/site-library	existing_library	library	
survival	survival	OK	3.8.6	/usr/lib/R/library	existing_library	library	
sva	sva	OK	3.60.0	/opt/mobior-full/site-library	bioconductor;existing_library	full;library	
svglite	svglite	OK	2.2.2	/opt/mobior-full/site-library	existing_library	library	
swagger	swagger	OK	5.32.1	/opt/mobior-full/site-library	existing_library	library	
sys	sys	OK	3.4.3	/usr/local/lib/R/site-library	existing_library	library	
sysfonts	sysfonts	OK	0.8.9	/usr/local/lib/R/site-library	cran;existing_library	core;library	
systemfonts	systemfonts	OK	1.3.2	/usr/local/lib/R/site-library	existing_library	library	
tcltk	tcltk	OK	4.6.0	/usr/lib/R/library	existing_library	library	
tensorA	tensorA	OK	0.36.2.1	/opt/mobior-full/site-library	existing_library	library	
testRcppAttributePackage	testRcppAttributePackage	MISSING			existing_library	library	不存在叫‘testRcppAttributePackage’这个名称的程序包
testRcppClass	testRcppClass	MISSING			existing_library	library	不存在叫‘testRcppClass’这个名称的程序包
testRcppInterfaceExporter	testRcppInterfaceExporter	MISSING			existing_library	library	不存在叫‘testRcppInterfaceExporter’这个名称的程序包
testRcppInterfaceUser	testRcppInterfaceUser	MISSING			existing_library	library	不存在叫‘testRcppInterfaceUser’这个名称的程序包
testRcppModule	testRcppModule	MISSING			existing_library	library	不存在叫‘testRcppModule’这个名称的程序包
testRcppPackage	testRcppPackage	MISSING			existing_library	library	不存在叫‘testRcppPackage’这个名称的程序包
testthat	testthat	OK	3.3.2	/opt/mobior-full/site-library	existing_library	library	
textshaping	textshaping	OK	1.0.5	/usr/local/lib/R/site-library	cran;existing_library	core;library	
TH.data	TH.data	OK	1.1.5	/usr/local/lib/R/site-library	existing_library	library	
tibble	tibble	OK	3.3.1	/usr/local/lib/R/site-library	cran;existing_library	core;library	
tidybulk	tidybulk	OK	2.2.0	/opt/mobior-full/site-library	bioconductor	full	
tidydr	tidydr	OK	0.0.6	/opt/mobior-full/site-library	existing_library	library	
tidyfst	tidyfst	OK	1.8.4	/opt/mobior-full/site-library	existing_library	library	
tidygraph	tidygraph	OK	1.3.1	/usr/local/lib/R/site-library	existing_library	library	
tidymodels	tidymodels	OK	1.5.0	/opt/mobior-full/site-library	cran;existing_library	full;library	
tidyomics	tidyomics	OK	1.8.0	/opt/mobior-full/site-library	bioconductor	full	
tidyr	tidyr	OK	1.3.2	/usr/local/lib/R/site-library	cran;existing_library	core;library	
tidyselect	tidyselect	OK	1.2.1	/usr/local/lib/R/site-library	existing_library	library	
